train_acc,train_loss,val_acc,val_loss
0.53828125,0.69038403,0.5424107142857143,0.6911274
0.53515625,0.67820275,0.5440848214285714,0.6861115
0.550390625,0.66510665,0.5435267857142857,0.6799365
0.53359375,0.652286,0.5435267857142857,0.67451155
0.54375,0.64615726,0.5446428571428571,0.66849315
0.558203125,0.63151777,0.5435267857142857,0.66238964
0.54765625,0.6313754,0.5435267857142857,0.6585674
0.526953125,0.6284776,0.54296875,0.6545588
0.54375,0.6150853,0.5457589285714286,0.6497981
0.55703125,0.6061151,0.5491071428571429,0.6450146
0.565234375,0.603307,0.5496651785714286,0.64089936
0.576171875,0.58980787,0.5541294642857143,0.63557655
0.598828125,0.5894745,0.5658482142857143,0.63262093
0.61015625,0.5889024,0.5915178571428571,0.63047045
0.65703125,0.58227694,0.6428571428571429,0.6275894
0.69453125,0.5712352,0.6579241071428571,0.62211007
0.730078125,0.56966877,0.7220982142857143,0.61991936
0.776171875,0.5671693,0.7176339285714286,0.6127762
0.7984375,0.56472456,0.80078125,0.611471
0.821484375,0.5459033,0.8102678571428571,0.60547775
0.833203125,0.54200065,0.8348214285714286,0.60115737
0.852734375,0.52641976,0.8376116071428571,0.59701353
0.842578125,0.5221708,0.83984375,0.5902852
0.833203125,0.516727,0.84375,0.5841097
0.8296875,0.5151699,0.8409598214285714,0.58031845
0.835546875,0.5056654,0.8420758928571429,0.57452536
0.84765625,0.49347773,0.8454241071428571,0.56891245
0.8546875,0.48332912,0.8493303571428571,0.5634806
0.853125,0.47792298,0.8504464285714286,0.55989647
0.847265625,0.47912127,0.8504464285714286,0.555816
0.848046875,0.4766932,0.8521205357142857,0.5514659
0.846875,0.4742094,0.8549107142857143,0.5467673
0.859765625,0.46311688,0.8577008928571429,0.54263574
0.85390625,0.4649273,0.8543526785714286,0.5408893
0.848828125,0.47081208,0.85546875,0.53758365
0.84921875,0.46594563,0.8588169642857143,0.5348221
0.85390625,0.4611179,0.8604910714285714,0.5330516
0.83515625,0.4778962,0.85546875,0.5312676
0.851171875,0.46538568,0.8638392857142857,0.5276485
0.85546875,0.46020913,0.8565848214285714,0.5257937
0.8484375,0.46240553,0.8521205357142857,0.5247219
0.85390625,0.46100682,0.8571428571428571,0.5239822
0.862890625,0.45019132,0.8565848214285714,0.52401596
0.8484375,0.46162686,0.8565848214285714,0.52130723
0.85859375,0.45351735,0.8582589285714286,0.51950514
0.86328125,0.4478999,0.8560267857142857,0.5177714
0.855859375,0.45736098,0.8549107142857143,0.51786995
0.85078125,0.46211582,0.8549107142857143,0.5161341
0.85859375,0.45057178,0.8571428571428571,0.51478314
0.858203125,0.45331734,0.8565848214285714,0.51496977
0.8578125,0.45679665,0.8599330357142857,0.51161015
0.8515625,0.4585383,0.8610491071428571,0.51055586
0.860546875,0.44973406,0.859375,0.5103613
0.870703125,0.44153422,0.8599330357142857,0.5108306
0.864453125,0.44957218,0.8616071428571429,0.50892013
0.865234375,0.44703603,0.859375,0.5069582
0.865234375,0.4443737,0.8565848214285714,0.5059195
0.851171875,0.45939907,0.8638392857142857,0.5086059
0.853125,0.4560112,0.8638392857142857,0.50702494
0.86640625,0.44437543,0.8599330357142857,0.5089477
0.858984375,0.45176977,0.8621651785714286,0.5048288
0.84765625,0.4610735,0.8621651785714286,0.5053285
0.867578125,0.44436035,0.8621651785714286,0.50392646
0.862109375,0.4485692,0.8610491071428571,0.5006672
0.852734375,0.4593249,0.8621651785714286,0.5039003
0.86953125,0.44068676,0.86328125,0.5029707
0.856640625,0.45361596,0.8610491071428571,0.50170475
0.86484375,0.44577703,0.8604910714285714,0.50160205
0.86484375,0.4457713,0.86328125,0.5023989
0.8671875,0.44251928,0.8638392857142857,0.50175846
0.86953125,0.44421154,0.86328125,0.5006584
0.85703125,0.45131844,0.8655133928571429,0.50050366
0.870703125,0.44070274,0.8638392857142857,0.5007321
0.8515625,0.4565723,0.8638392857142857,0.5009259
0.86953125,0.43890944,0.8621651785714286,0.50253093
0.8578125,0.4515627,0.8655133928571429,0.49889144
0.880078125,0.43240443,0.8666294642857143,0.4983508
0.859765625,0.4512866,0.8638392857142857,0.49936914
0.87109375,0.44123155,0.8638392857142857,0.49851504
0.86484375,0.44605374,0.86328125,0.4982924
0.86796875,0.44369084,0.8649553571428571,0.49673748
0.86640625,0.44378963,0.8660714285714286,0.49578932
0.873828125,0.4375109,0.86328125,0.4967712
0.872265625,0.43943247,0.8638392857142857,0.49674895
0.85703125,0.45310363,0.8655133928571429,0.49560848
0.850390625,0.45771772,0.8643973214285714,0.49619612
0.8640625,0.44582957,0.8649553571428571,0.49591485
0.87265625,0.4406829,0.8655133928571429,0.49509797
0.86875,0.44321927,0.8655133928571429,0.49538913
0.868359375,0.4421618,0.8649553571428571,0.49507883
0.865625,0.44601756,0.86328125,0.49474832
0.858203125,0.45054507,0.8643973214285714,0.4958366
0.8671875,0.4403872,0.8660714285714286,0.49324235
0.86875,0.44326597,0.8643973214285714,0.49392468
0.862890625,0.4480768,0.8638392857142857,0.4936057
0.865234375,0.44701403,0.8638392857142857,0.49383518
0.875390625,0.43724304,0.8621651785714286,0.49436203
0.870703125,0.439686,0.8638392857142857,0.49469763
0.86953125,0.44359475,0.8638392857142857,0.49576718
0.871875,0.44162235,0.8621651785714286,0.49353737
