train_acc,train_loss,val_acc,val_loss
0.528125,0.68906367,0.5407366071428571,0.6896421
0.546875,0.6725453,0.54296875,0.68225485
0.54140625,0.650213,0.5424107142857143,0.67359024
0.53984375,0.6450607,0.5412946428571429,0.667541
0.53515625,0.6463084,0.5418526785714286,0.6645068
0.540625,0.63367385,0.5418526785714286,0.66000015
0.52734375,0.6335532,0.5435267857142857,0.6575958
0.5484375,0.6227542,0.54296875,0.6531313
0.55546875,0.61322033,0.5424107142857143,0.64853674
0.54765625,0.6195868,0.5452008928571429,0.6461534
0.54609375,0.6115689,0.546875,0.64460224
0.5640625,0.60190314,0.5580357142857143,0.6402801
0.596875,0.595621,0.6043526785714286,0.6368391
0.6578125,0.59117657,0.6579241071428571,0.63340515
0.69140625,0.5977367,0.71875,0.6300822
0.75078125,0.58352554,0.7633928571428571,0.6273971
0.75859375,0.58405274,0.7739955357142857,0.6233988
0.76328125,0.5797844,0.7717633928571429,0.617972
0.7890625,0.5635637,0.7845982142857143,0.6145819
0.79296875,0.5527717,0.7885044642857143,0.6108741
0.78515625,0.557954,0.7924107142857143,0.6058344
0.80390625,0.535529,0.7885044642857143,0.60155773
0.80859375,0.5305707,0.7840401785714286,0.5984396
0.80859375,0.52239287,0.7901785714285714,0.5930151
0.80078125,0.52601516,0.7885044642857143,0.5901737
0.79609375,0.5253848,0.7896205357142857,0.58589137
0.79140625,0.5247618,0.7901785714285714,0.5827737
0.80859375,0.5135197,0.7924107142857143,0.5792033
0.80859375,0.51613444,0.7918526785714286,0.5755164
0.81796875,0.5039387,0.7896205357142857,0.5727984
0.81640625,0.49651617,0.7946428571428571,0.570509
0.79453125,0.5142624,0.7918526785714286,0.56900877
0.80859375,0.5043925,0.7918526785714286,0.5674621
0.79296875,0.5172767,0.7901785714285714,0.5661641
0.803125,0.51125175,0.7935267857142857,0.5622502
0.79375,0.5145805,0.7940848214285714,0.5618623
0.80390625,0.50901085,0.7952008928571429,0.55880445
0.8046875,0.51011705,0.7963169642857143,0.55891186
0.79453125,0.5170959,0.7974330357142857,0.5568956
0.8109375,0.5042087,0.7957589285714286,0.5568002
0.8046875,0.5085033,0.7957589285714286,0.55290085
0.8046875,0.50179327,0.796875,0.5549606
0.81328125,0.4987831,0.8013392857142857,0.55176854
0.821875,0.49200973,0.8024553571428571,0.5527667
0.8125,0.4971097,0.7979910714285714,0.54878855
0.80859375,0.5037366,0.796875,0.5483049
0.81796875,0.493748,0.7991071428571429,0.54806507
0.815625,0.49696413,0.8018973214285714,0.5461145
0.80625,0.50381774,0.80078125,0.5461291
0.8265625,0.48240733,0.7996651785714286,0.54545563
0.82109375,0.49000916,0.8018973214285714,0.544959
0.81171875,0.4985806,0.8063616071428571,0.54286116
0.82578125,0.48344105,0.8046875,0.54276836
0.809375,0.49987084,0.8013392857142857,0.5426504
0.81484375,0.49367982,0.80078125,0.54302925
0.840625,0.47133535,0.8041294642857143,0.54207176
0.80390625,0.5040174,0.8018973214285714,0.54244107
0.7984375,0.50916374,0.80078125,0.5444859
0.8203125,0.4869772,0.80078125,0.54132026
0.81171875,0.49627805,0.8013392857142857,0.5412923
0.80703125,0.50238407,0.8030133928571429,0.5453479
0.81953125,0.49043798,0.8069196428571429,0.5413397
0.81484375,0.49221706,0.8013392857142857,0.5410576
0.821875,0.4880971,0.8030133928571429,0.54111373
0.828125,0.4819494,0.8035714285714286,0.5393981
0.80703125,0.5011712,0.8013392857142857,0.5406118
0.80859375,0.49892443,0.8046875,0.5379588
0.80703125,0.49955806,0.8046875,0.5402619
0.8328125,0.48318595,0.8041294642857143,0.53828394
0.83046875,0.48235726,0.8035714285714286,0.53827864
0.82109375,0.48979014,0.8035714285714286,0.53809506
0.8125,0.494435,0.8052455357142857,0.53993714
0.83828125,0.47627053,0.8035714285714286,0.5376995
0.83984375,0.476586,0.8097098214285714,0.53290856
0.82578125,0.48402157,0.8097098214285714,0.5363272
0.81953125,0.48828468,0.8052455357142857,0.5364705
0.8203125,0.49409285,0.8058035714285714,0.5361471
0.82109375,0.4911595,0.8080357142857143,0.5347162
0.8203125,0.49323788,0.8058035714285714,0.53653955
0.8359375,0.48061576,0.8097098214285714,0.5326032
0.83203125,0.47885686,0.8080357142857143,0.5322843
0.81484375,0.49725384,0.8108258928571429,0.5303462
0.81796875,0.48943472,0.8074776785714286,0.5328023
0.81640625,0.49475628,0.8158482142857143,0.5328676
0.821875,0.4889781,0.8113839285714286,0.53135604
0.8328125,0.4774104,0.8119419642857143,0.52991295
0.81875,0.492292,0.8108258928571429,0.5293575
0.82578125,0.48324746,0.8080357142857143,0.53235334
0.79609375,0.51541215,0.8119419642857143,0.52722216
0.84140625,0.4722703,0.8097098214285714,0.534459
0.83046875,0.48337722,0.8119419642857143,0.52669144
0.8296875,0.48131794,0.8102678571428571,0.5307111
0.83125,0.48257893,0.8141741071428571,0.52764076
0.8421875,0.46866828,0.8130580357142857,0.5269083
0.81484375,0.49220443,0.80859375,0.5282
0.828125,0.48550147,0.8147321428571429,0.526218
0.82890625,0.48254594,0.8130580357142857,0.52838767
0.84609375,0.46737987,0.8091517857142857,0.5302809
0.82578125,0.48194885,0.8130580357142857,0.5283664
0.83046875,0.47897282,0.8136160714285714,0.52659225
