train_acc,train_loss,val_acc,val_loss
0.57734375,0.6911336,0.5446428571428571,0.68978643
0.5484375,0.68579686,0.5440848214285714,0.6829123
0.55703125,0.67542946,0.5440848214285714,0.67269695
0.55078125,0.6711701,0.5446428571428571,0.66341025
0.5421875,0.66226995,0.5452008928571429,0.65505254
0.5484375,0.64795476,0.5440848214285714,0.6487161
0.55546875,0.6419976,0.5440848214285714,0.64426005
0.56953125,0.6284682,0.5435267857142857,0.64044327
0.553125,0.63300085,0.5452008928571429,0.636435
0.5453125,0.63595426,0.5440848214285714,0.63347924
0.56328125,0.6248355,0.5440848214285714,0.6307817
0.55625,0.6249646,0.5446428571428571,0.6270424
0.52578125,0.622946,0.546875,0.62468344
0.55859375,0.61220646,0.5452008928571429,0.6226975
0.54609375,0.61587393,0.5474330357142857,0.6200813
0.57265625,0.6018171,0.5452008928571429,0.6190897
0.55703125,0.60383594,0.5452008928571429,0.6171865
0.57734375,0.59578663,0.5502232142857143,0.61570275
0.5765625,0.5995601,0.5691964285714286,0.613773
0.57734375,0.60727906,0.5814732142857143,0.61120766
0.615625,0.60152066,0.6177455357142857,0.60928375
0.61640625,0.597165,0.5915178571428571,0.6062663
0.6609375,0.58861136,0.6785714285714286,0.60359573
0.7109375,0.5893977,0.7399553571428571,0.601355
0.7640625,0.5849428,0.7410714285714286,0.5971342
0.778125,0.5820728,0.7628348214285714,0.59366906
0.7859375,0.5782999,0.7667410714285714,0.5865612
0.79140625,0.5621749,0.7684151785714286,0.5819305
0.7984375,0.5500877,0.7672991071428571,0.578021
0.8,0.5533239,0.7712053571428571,0.5720624
0.7734375,0.56537795,0.7734375,0.5677146
0.81015625,0.5376402,0.7751116071428571,0.56225985
0.78828125,0.54684514,0.7706473214285714,0.5588164
0.7921875,0.53903776,0.7751116071428571,0.5549226
0.80546875,0.52846086,0.7762276785714286,0.5505993
0.80078125,0.52496994,0.7829241071428571,0.54734504
0.80078125,0.52560455,0.7779017857142857,0.5452426
0.79765625,0.51503044,0.7806919642857143,0.5428427
0.79296875,0.5237988,0.7801339285714286,0.54160625
0.79765625,0.52088195,0.7823660714285714,0.539328
0.8046875,0.5121357,0.7823660714285714,0.5367545
0.8140625,0.5063113,0.7751116071428571,0.5378499
0.81484375,0.5005589,0.7801339285714286,0.5333079
0.8109375,0.50226206,0.78515625,0.53107727
0.7734375,0.53469145,0.7862723214285714,0.52980053
0.80234375,0.51201516,0.7845982142857143,0.52899235
0.81015625,0.50535095,0.7845982142857143,0.529615
0.784375,0.5251269,0.7873883928571429,0.52662325
0.81796875,0.4994319,0.7834821428571429,0.5300011
0.803125,0.5087749,0.7840401785714286,0.52677035
0.81171875,0.50531596,0.7857142857142857,0.52631325
0.80859375,0.50032914,0.7857142857142857,0.524757
0.815625,0.4942368,0.78515625,0.5250649
0.80546875,0.5057095,0.7879464285714286,0.52326137
0.81640625,0.5022265,0.7890625,0.52208054
0.81171875,0.49834886,0.7896205357142857,0.5211664
0.8109375,0.49729633,0.7896205357142857,0.5183102
0.82265625,0.48924965,0.7918526785714286,0.5181337
0.8125,0.49862924,0.7901785714285714,0.5190002
0.82265625,0.48831528,0.7890625,0.5202433
0.80625,0.50956213,0.7907366071428571,0.516511
0.80859375,0.49827152,0.7957589285714286,0.51629776
0.8125,0.49892765,0.7918526785714286,0.5189367
0.821875,0.48463124,0.7907366071428571,0.5222514
0.82265625,0.48944116,0.79296875,0.5140368
0.8015625,0.5070975,0.7924107142857143,0.51451117
0.8171875,0.4957425,0.796875,0.514435
0.80546875,0.50558436,0.7935267857142857,0.5122469
0.82421875,0.485982,0.7963169642857143,0.513073
0.8375,0.47375202,0.7924107142857143,0.5132117
0.83046875,0.48100367,0.7957589285714286,0.51325786
0.81953125,0.49066272,0.7974330357142857,0.5141285
0.809375,0.50247985,0.7979910714285714,0.5118927
0.82109375,0.48599678,0.8002232142857143,0.50961274
0.825,0.48624521,0.8002232142857143,0.5062858
0.81640625,0.4879273,0.8002232142857143,0.50885427
0.821875,0.48892632,0.8002232142857143,0.5097843
0.80859375,0.5010126,0.7996651785714286,0.50737995
0.81796875,0.49266273,0.8018973214285714,0.5061492
0.828125,0.47881302,0.8002232142857143,0.50921094
0.80234375,0.50552857,0.8002232142857143,0.5070183
0.81171875,0.49608606,0.8041294642857143,0.50588864
0.81484375,0.49203038,0.8030133928571429,0.50527346
0.821875,0.48967844,0.80078125,0.5058679
0.8078125,0.49891108,0.8013392857142857,0.5060024
0.81796875,0.49073672,0.8046875,0.50556123
0.80390625,0.5030366,0.8069196428571429,0.50307685
0.821875,0.48618007,0.8013392857142857,0.506683
0.8296875,0.4806748,0.8046875,0.5035184
0.83671875,0.47427043,0.8063616071428571,0.50283617
0.83515625,0.4762141,0.8069196428571429,0.50144166
0.8140625,0.49555343,0.8030133928571429,0.51137215
0.82109375,0.48713413,0.8080357142857143,0.5009292
0.821875,0.49184346,0.8063616071428571,0.5019924
0.815625,0.49160933,0.8041294642857143,0.50277895
0.84375,0.4705921,0.8052455357142857,0.50455993
0.81328125,0.4963305,0.80859375,0.49975505
0.82578125,0.48445877,0.8030133928571429,0.5106979
0.8078125,0.50192136,0.8119419642857143,0.49858922
0.821875,0.4883701,0.8069196428571429,0.50086194
