train_acc,train_loss,val_acc,val_loss
0.58203125,0.6453481,0.6450892857142857,0.6367772
0.7515625,0.56168807,0.8018973214285714,0.56760466
0.82109375,0.49605575,0.8577008928571429,0.5194753
0.821875,0.48783654,0.8465401785714286,0.5073995
0.8640625,0.4481128,0.8537946428571429,0.49416235
0.83984375,0.4720253,0.8526785714285714,0.49027982
0.85234375,0.45995983,0.8348214285714286,0.500589
0.84921875,0.4626809,0.8638392857142857,0.484845
0.8421875,0.46843585,0.8231026785714286,0.51153976
0.83984375,0.46896768,0.8074776785714286,0.51297647
0.8640625,0.44672614,0.87109375,0.46882623
0.871875,0.43783146,0.8722098214285714,0.47593078
0.853125,0.45482737,0.8270089285714286,0.5117632
0.83828125,0.46918446,0.8660714285714286,0.4782323
0.87109375,0.44009238,0.8337053571428571,0.49772722
0.8546875,0.45194682,0.8404017857142857,0.48512506
0.85859375,0.4510897,0.8577008928571429,0.46747875
0.8484375,0.46136603,0.8716517857142857,0.46615925
0.8578125,0.45001346,0.8543526785714286,0.48725036
0.86484375,0.44677743,0.7728794642857143,0.5422583
0.86015625,0.45059156,0.8649553571428571,0.4631725
0.86328125,0.4491694,0.8353794642857143,0.4881335
0.8609375,0.44932088,0.8643973214285714,0.46310258
0.84453125,0.4649077,0.8537946428571429,0.48136324
0.86171875,0.45110345,0.86328125,0.4522719
0.88203125,0.42975897,0.8716517857142857,0.4532211
0.85,0.45502725,0.8671875,0.46181408
0.8734375,0.43751973,0.8616071428571429,0.45736697
0.8546875,0.4562343,0.8526785714285714,0.48245493
0.890625,0.4217872,0.8777901785714286,0.4496664
0.8875,0.42584577,0.8677455357142857,0.45981592
0.87421875,0.43782035,0.86328125,0.454209
0.846875,0.46319467,0.8783482142857143,0.44343254
0.85703125,0.45350623,0.8699776785714286,0.45271048
0.84921875,0.45978832,0.8610491071428571,0.45296764
0.840625,0.46745473,0.86328125,0.45005956
0.86328125,0.44756237,0.87109375,0.44336563
0.8734375,0.43657476,0.8638392857142857,0.45046157
0.86640625,0.4447531,0.8604910714285714,0.4563027
0.8734375,0.43926734,0.8727678571428571,0.4584339
0.86328125,0.4462908,0.8705357142857143,0.45214185
0.871875,0.43789703,0.81640625,0.49503812
0.884375,0.42856842,0.8705357142857143,0.4611222
0.8640625,0.4488266,0.8755580357142857,0.44761652
0.85625,0.4551366,0.8688616071428571,0.46192053
0.89296875,0.41894007,0.8805803571428571,0.44187525
0.87109375,0.43736807,0.8738839285714286,0.45209184
0.8734375,0.43735895,0.8777901785714286,0.43834302
0.875,0.43708748,0.8699776785714286,0.44268456
0.86484375,0.44819206,0.8158482142857143,0.4894869
0.87265625,0.43660086,0.8537946428571429,0.45789284
0.85703125,0.45555806,0.8727678571428571,0.4439959
0.87890625,0.4319915,0.8532366071428571,0.46742716
0.8640625,0.4481668,0.8755580357142857,0.4341442
0.86484375,0.44968504,0.8755580357142857,0.43684354
0.89375,0.41764086,0.8487723214285714,0.4581985
0.86015625,0.45199648,0.8811383928571429,0.4347178
0.8765625,0.4340714,0.8755580357142857,0.43646288
0.86015625,0.44711548,0.8470982142857143,0.46238393
0.8578125,0.4520792,0.8699776785714286,0.44604
0.88125,0.43106776,0.8744419642857143,0.44444123
0.87265625,0.44203916,0.875,0.43755963
0.8625,0.44940472,0.8783482142857143,0.44012672
0.8515625,0.4610315,0.8744419642857143,0.43978837
0.87421875,0.4340988,0.7829241071428571,0.5188199
0.859375,0.44958806,0.8515625,0.4551085
0.86640625,0.44333425,0.8627232142857143,0.44590637
0.8890625,0.42227978,0.8030133928571429,0.5155492
0.86484375,0.4477057,0.8822544642857143,0.4342906
0.86875,0.44325796,0.8761160714285714,0.44013572
0.890625,0.4204363,0.8839285714285714,0.42968866
0.88203125,0.43015274,0.8800223214285714,0.43498826
0.87734375,0.4347809,0.8850446428571429,0.4304784
0.88203125,0.42832226,0.87890625,0.43951872
0.88515625,0.42731124,0.8677455357142857,0.44493154
0.875,0.4372645,0.8191964285714286,0.48865074
0.8640625,0.44766593,0.8783482142857143,0.4380526
0.86796875,0.4438753,0.8705357142857143,0.43961802
0.859375,0.45186323,0.8800223214285714,0.43360347
0.8640625,0.4453352,0.8738839285714286,0.4345201
0.87421875,0.43816334,0.8811383928571429,0.430029
0.87109375,0.44020405,0.875,0.4396627
0.8625,0.44965544,0.859375,0.44736567
0.87890625,0.43410063,0.87109375,0.44031
0.89140625,0.41999865,0.84765625,0.4561126
0.865625,0.44505817,0.8738839285714286,0.43687648
0.89375,0.4180259,0.8772321428571429,0.43118957
0.88671875,0.4268168,0.8755580357142857,0.4366129
0.87734375,0.43565494,0.8794642857142857,0.4319469
0.86953125,0.44151798,0.8850446428571429,0.42719316
0.85703125,0.45462894,0.8733258928571429,0.43487364
0.88359375,0.42764133,0.8727678571428571,0.43591982
0.88046875,0.43004188,0.87890625,0.4337584
0.88671875,0.42748624,0.8800223214285714,0.4295745
0.88125,0.43212047,0.8816964285714286,0.42963368
0.87890625,0.43458557,0.8677455357142857,0.44299647
0.87890625,0.43382818,0.8738839285714286,0.43571776
0.871875,0.43977967,0.8526785714285714,0.4581871
0.86640625,0.4461313,0.8643973214285714,0.44670582
0.8734375,0.43897682,0.8833705357142857,0.42821524
